wastewater_treatment_plant.name,collection_date,target,dilution,assay,gc_per_lww,TotalDroplets,flow,ara_id,population
CDA Lugano,2023-06-09T00:00:00Z,SARS-N1,3,n1mhv,43697.294378294624,25143,47576,515100,124000
ARA Werdhoelzli,2023-06-09T00:00:00Z,SARS-N1,3,n1mhv,94212.2227065744,27018,149814,26101,471000
ARA Werdhoelzli,2023-06-09T00:00:00Z,SARS-N1,3,n1mhv,106969.20602218021,25962,149814,26101,471000
STEP Aire,2023-06-09T00:00:00Z,SARS-N1,3,n1mhv,34757.24451108638,26617,158916,664301,454000
STEP Aire,2023-06-09T00:00:00Z,SARS-N1,3,n1mhv,91856.46383848535,25821,158916,664301,454000
CDA Lugano,2023-06-08T00:00:00Z,SARS-N1,3,n1mhv,39222.42390249455,25062,48754,515100,124000
CDA Lugano,2023-06-08T00:00:00Z,SARS-N1,3,n1mhv,58614.304371610204,26640,48754,515100,124000
ARA Werdhoelzli,2023-06-08T00:00:00Z,SARS-N1,3,n1mhv,85222.02697159658,26472,152271,26101,471000
ARA Werdhoelzli,2023-06-08T00:00:00Z,SARS-N1,3,n1mhv,86499.78151133364,26750,152271,26101,471000
STEP Aire,2023-06-08T00:00:00Z,SARS-N1,3,n1mhv,108107.8176227324,26224,116892,664301,454000
STEP Aire,2023-06-08T00:00:00Z,SARS-N1,3,n1mhv,120657.35034235951,26856,116892,664301,454000
CDA Lugano,2023-06-07T00:00:00Z,SARS-N1,3,n1mhv,22298.14023257533,25928,56622,515100,124000
CDA Lugano,2023-06-07T00:00:00Z,SARS-N1,3,n1mhv,47731.07765346442,25442,56622,515100,124000
ARA Werdhoelzli,2023-06-07T00:00:00Z,SARS-N1,3,n1mhv,87276.8823639353,26512,152908,26101,471000
ARA Werdhoelzli,2023-06-07T00:00:00Z,SARS-N1,3,n1mhv,63396.582874182444,26456,152908,26101,471000
STEP Aire,2023-06-07T00:00:00Z,SARS-N1,3,n1mhv,103355.0833749968,26869,118321,664301,454000
STEP Aire,2023-06-07T00:00:00Z,SARS-N1,3,n1mhv,112787.2908243818,18981,118321,664301,454000
STEP Aire,2023-06-06T00:00:00Z,SARS-N1,5,n1mhv,43446.555066153625,26615,114794,664301,454000
STEP Aire,2023-06-06T00:00:00Z,SARS-N1,5,n1mhv,66848.91521361427,24508,114794,664301,454000
ARA Chur,2023-06-06T00:00:00Z,SARS-N1,5,n1mhv,27821.5621542669,27706,12065,390101,55000
ARA Chur,2023-06-06T00:00:00Z,SARS-N1,5,n1mhv,7490.212543049116,25725,12065,390101,55000
ARA Altenrhein,2023-06-06T00:00:00Z,SARS-N1,3,n1mhv,40874.581461447546,25464,16248,323700,64000
ARA Altenrhein,2023-06-06T00:00:00Z,SARS-N1,3,n1mhv,29904.09707961231,25135,16248,323700,64000
ARA Sensetal,2023-06-06T00:00:00Z,SARS-N1,3,n1mhv,21549.25004237577,24146,14524,66700,62000
ARA Sensetal,2023-06-06T00:00:00Z,SARS-N1,3,n1mhv,21693.11299501799,26651,14524,66700,62000
CDA Lugano,2023-06-05T00:00:00Z,SARS-N1,3,n1mhv,28618.30342015888,26264,65376,515100,124000
CDA Lugano,2023-06-05T00:00:00Z,SARS-N1,3,n1mhv,46709.87584124532,25998,65376,515100,124000
ARA Chur,2023-06-05T00:00:00Z,SARS-N1,5,n1mhv,82051.04831715324,25842,13740,390101,55000
ARA Chur,2023-06-05T00:00:00Z,SARS-N1,5,n1mhv,64421.72935807447,26927,13740,390101,55000
ARA Altenrhein,2023-06-05T00:00:00Z,SARS-N1,3,n1mhv,42844.9468951296,25643,16867,323700,64000
ARA Altenrhein,2023-06-05T00:00:00Z,SARS-N1,3,n1mhv,32688.723490689434,26532,16867,323700,64000
ARA Sensetal,2023-06-05T00:00:00Z,SARS-N1,3,n1mhv,15184.324224913431,26651,18046,66700,62000
ARA Sensetal,2023-06-05T00:00:00Z,SARS-N1,3,n1mhv,13315.70340099468,26049,18046,66700,62000
ARA Altenrhein,2023-06-04T00:00:00Z,SARS-N1,3,n1mhv,58188.16149034242,26835,15693,323700,64000
ARA Altenrhein,2023-06-04T00:00:00Z,SARS-N1,3,n1mhv,47484.61285166899,25574,15693,323700,64000
ARA Chur,2023-06-04T00:00:00Z,SARS-N1,5,n1mhv,150933.0055044308,27468,11217,390101,55000
ARA Chur,2023-06-04T00:00:00Z,SARS-N1,5,n1mhv,144912.7814849669,25947,11217,390101,55000
ARA Sensetal,2023-06-04T00:00:00Z,SARS-N1,3,n1mhv,14384.33955615057,28133,18644,66700,62000
ARA Sensetal,2023-06-04T00:00:00Z,SARS-N1,3,n1mhv,17720.25403457577,26100,18644,66700,62000
ARA Altenrhein,2023-06-03T00:00:00Z,SARS-N1,3,n1mhv,63803.259122222255,25381,15959,323700,64000
ARA Altenrhein,2023-06-03T00:00:00Z,SARS-N1,3,n1mhv,44661.750885644135,25895,15959,323700,64000
ARA Chur,2023-06-03T00:00:00Z,SARS-N1,5,n1mhv,40717.356012397846,26032,11331,390101,55000
ARA Chur,2023-06-03T00:00:00Z,SARS-N1,5,n1mhv,28604.25011516903,26948,11331,390101,55000
ARA Sensetal,2023-06-03T00:00:00Z,SARS-N1,3,n1mhv,21927.64648582256,26366,15849,66700,62000
ARA Sensetal,2023-06-03T00:00:00Z,SARS-N1,3,n1mhv,22123.18926580577,26133,15849,66700,62000
ARA Altenrhein,2023-06-02T00:00:00Z,SARS-N1,3,n1mhv,32842.25853474237,26408,16846,323700,64000
ARA Altenrhein,2023-06-02T00:00:00Z,SARS-N1,3,n1mhv,50985.341312873505,24953,16846,323700,64000
ARA Sensetal,2023-06-02T00:00:00Z,SARS-N1,3,n1mhv,14433.59835764238,28037,16666,66700,62000
ARA Sensetal,2023-06-02T00:00:00Z,SARS-N1,3,n1mhv,6663.352026601218,26026,16666,66700,62000
ARA Altenrhein,2023-06-01T00:00:00Z,SARS-N1,3,n1mhv,45434.05084225623,25455,16803,323700,64000
ARA Altenrhein,2023-06-01T00:00:00Z,SARS-N1,3,n1mhv,26331.15554385358,26349,16803,323700,64000
ARA Chur,2023-06-01T00:00:00Z,SARS-N1,5,n1mhv,47489.18393031039,26379,12861,390101,55000
ARA Chur,2023-06-01T00:00:00Z,SARS-N1,5,n1mhv,58830.80290002538,26209,12861,390101,55000
ARA Sensetal,2023-06-01T00:00:00Z,SARS-N1,3,n1mhv,21297.47203935333,27146,16932,66700,62000
ARA Sensetal,2023-06-01T00:00:00Z,SARS-N1,3,n1mhv,6531.834371386083,26550,16932,66700,62000
ARA Altenrhein,2023-05-31T00:00:00Z,SARS-N1,3,n1mhv,35563.15929027342,26014,17149,323700,64000
ARA Altenrhein,2023-05-31T00:00:00Z,SARS-N1,3,n1mhv,42721.61610219857,25717,17149,323700,64000
ARA Chur,2023-05-31T00:00:00Z,SARS-N1,5,n1mhv,91751.54377336033,27313,12847,390101,55000
ARA Chur,2023-05-31T00:00:00Z,SARS-N1,5,n1mhv,120184.9036484517,26469,12847,390101,55000
ARA Sensetal,2023-05-31T00:00:00Z,SARS-N1,3,n1mhv,24212.905396591872,23878,23345,66700,62000
ARA Sensetal,2023-05-31T00:00:00Z,SARS-N1,3,n1mhv,33190.500773009604,26131,23345,66700,62000
CDA Lugano,2023-06-04T00:00:00Z,SARS-N1,3,n1mhv,20841.34445079961,27740,68514,515100,124000
CDA Lugano,2023-06-04T00:00:00Z,SARS-N1,3,n1mhv,37690.926657626645,26080,68514,515100,124000
ARA Werdhoelzli,2023-06-04T00:00:00Z,SARS-N1,3,n1mhv,89891.6704534255,27672,148397,26101,471000
ARA Werdhoelzli,2023-06-04T00:00:00Z,SARS-N1,3,n1mhv,90714.81492753,25508,148397,26101,471000
STEP Aire,2023-06-04T00:00:00Z,SARS-N1,5,n1mhv,151285.7752047026,27404,107605,664301,454000
STEP Aire,2023-06-04T00:00:00Z,SARS-N1,5,n1mhv,136863.7449623972,26063,107605,664301,454000
CDA Lugano,2023-06-03T00:00:00Z,SARS-N1,3,n1mhv,47949.78973268402,25326,83570,515100,124000
CDA Lugano,2023-06-03T00:00:00Z,SARS-N1,3,n1mhv,24648.23367214296,25802,83570,515100,124000
ARA Werdhoelzli,2023-06-03T00:00:00Z,SARS-N1,3,n1mhv,99605.84016580493,26137,146574,26101,471000
ARA Werdhoelzli,2023-06-03T00:00:00Z,SARS-N1,3,n1mhv,99526.88256021288,26739,146574,26101,471000
STEP Aire,2023-06-03T00:00:00Z,SARS-N1,5,n1mhv,125177.3284270875,25414,107932,664301,454000
STEP Aire,2023-06-03T00:00:00Z,SARS-N1,5,n1mhv,112344.46621809459,25741,107932,664301,454000
CDA Lugano,2023-06-02T00:00:00Z,SARS-N1,3,n1mhv,44668.65351774091,25891,48446,515100,124000
CDA Lugano,2023-06-02T00:00:00Z,SARS-N1,3,n1mhv,24906.01696571001,25535,48446,515100,124000
ARA Werdhoelzli,2023-06-02T00:00:00Z,SARS-N1,3,n1mhv,115516.2121532461,28050,157952,26101,471000
ARA Werdhoelzli,2023-06-02T00:00:00Z,SARS-N1,3,n1mhv,139970.6308356323,26462,157952,26101,471000
STEP Aire,2023-06-02T00:00:00Z,SARS-N1,5,n1mhv,162436.7817306023,27305,115279,664301,454000
STEP Aire,2023-06-02T00:00:00Z,SARS-N1,5,n1mhv,119047.4216115919,25912,115279,664301,454000
CDA Lugano,2023-06-01T00:00:00Z,SARS-N1,3,n1mhv,32964.62490715771,24556,47858,515100,124000
CDA Lugano,2023-06-01T00:00:00Z,SARS-N1,3,n1mhv,30038.92253620731,26947,47858,515100,124000
ARA Werdhoelzli,2023-06-01T00:00:00Z,SARS-N1,3,n1mhv,121586.84094625601,26175,161908,26101,471000
ARA Werdhoelzli,2023-06-01T00:00:00Z,SARS-N1,3,n1mhv,158818.525166407,26970,161908,26101,471000
STEP Aire,2023-06-01T00:00:00Z,SARS-N1,5,n1mhv,204557.2303403155,26402,116590,664301,454000
STEP Aire,2023-06-01T00:00:00Z,SARS-N1,5,n1mhv,230502.3072593067,26781,116590,664301,454000
CDA Lugano,2023-05-31T00:00:00Z,SARS-N1,3,n1mhv,42616.9283934457,27137,47660,515100,124000
CDA Lugano,2023-05-31T00:00:00Z,SARS-N1,3,n1mhv,63729.1899494504,26318,47660,515100,124000
ARA Werdhoelzli,2023-05-31T00:00:00Z,SARS-N1,3,n1mhv,125872.84084029701,28043,163140,26101,471000
ARA Werdhoelzli,2023-05-31T00:00:00Z,SARS-N1,3,n1mhv,144947.9825542399,26353,163140,26101,471000
STEP Aire,2023-05-31T00:00:00Z,SARS-N1,5,n1mhv,170576.4441480523,27699,116629,664301,454000
STEP Aire,2023-05-31T00:00:00Z,SARS-N1,5,n1mhv,199306.1308693423,26613,116629,664301,454000
CDA Lugano,2023-05-30T00:00:00Z,SARS-N1,3,n1mhv,43929.75935740536,25010,55646,515100,124000
CDA Lugano,2023-05-30T00:00:00Z,SARS-N1,3,n1mhv,35383.56110677508,26146,55646,515100,124000
ARA Werdhoelzli,2023-05-30T00:00:00Z,SARS-N1,3,n1mhv,146135.9146937385,25743,165039,26101,471000
ARA Werdhoelzli,2023-05-30T00:00:00Z,SARS-N1,3,n1mhv,156112.5596679389,25583,165039,26101,471000
STEP Aire,2023-05-30T00:00:00Z,SARS-N1,5,n1mhv,153238.861474289,27055,115853,664301,454000
STEP Aire,2023-05-30T00:00:00Z,SARS-N1,5,n1mhv,172970.6640938987,26201,115853,664301,454000
ARA Altenrhein,2023-05-30T00:00:00Z,SARS-N1,3,n1mhv,113137.16760739869,27105,17428,323700,64000
ARA Altenrhein,2023-05-30T00:00:00Z,SARS-N1,3,n1mhv,129224.58188341738,25973,17428,323700,64000
ARA Sensetal,2023-05-30T00:00:00Z,SARS-N1,3,n1mhv,53244.15237742285,24981,16654,66700,62000
ARA Sensetal,2023-05-30T00:00:00Z,SARS-N1,3,n1mhv,55489.55807537491,26055,16654,66700,62000
CDA Lugano,2023-05-29T00:00:00Z,SARS-N1,3,n1mhv,30518.10437497346,26524,48269,515100,124000
CDA Lugano,2023-05-29T00:00:00Z,SARS-N1,3,n1mhv,29042.10488564171,23890,48269,515100,124000
ARA Werdhoelzli,2023-05-29T00:00:00Z,SARS-N1,3,n1mhv,189311.62230313508,25996,159271,26101,471000
ARA Werdhoelzli,2023-05-29T00:00:00Z,SARS-N1,3,n1mhv,174742.0712703088,24847,159271,26101,471000
ARA Chur,2023-05-29T00:00:00Z,SARS-N1,5,n1mhv,100100.0232198688,26962,11325,390101,55000
ARA Altenrhein,2023-05-29T00:00:00Z,SARS-N1,3,n1mhv,101147.38526187089,25739,16816,323700,64000
ARA Altenrhein,2023-05-29T00:00:00Z,SARS-N1,3,n1mhv,98070.2248493541,25956,16816,323700,64000
ARA Sensetal,2023-05-29T00:00:00Z,SARS-N1,3,n1mhv,86391.21959599075,26114,16508,66700,62000
ARA Sensetal,2023-05-29T00:00:00Z,SARS-N1,3,n1mhv,75922.49497900951,25141,16508,66700,62000
STEP Aire,2023-05-28T00:00:00Z,SARS-N1,5,n1mhv,111199.6102174907,25139,110669,664301,454000
STEP Aire,2023-05-28T00:00:00Z,SARS-N1,5,n1mhv,152250.25470619032,25964,110669,664301,454000
ARA Chur,2023-05-28T00:00:00Z,SARS-N1,5,n1mhv,146746.5838652722,26280,10386,390101,55000
ARA Chur,2023-05-28T00:00:00Z,SARS-N1,5,n1mhv,171107.3453413994,25359,10386,390101,55000
STEP Aire,2023-05-27T00:00:00Z,SARS-N1,5,n1mhv,167053.6919369758,26551,116417,664301,454000
STEP Aire,2023-05-27T00:00:00Z,SARS-N1,5,n1mhv,172618.5633590565,26813,116417,664301,454000
ARA Altenrhein,2023-05-27T00:00:00Z,SARS-N1,3,n1mhv,92616.11353612106,26234,17635,323700,64000
ARA Altenrhein,2023-05-27T00:00:00Z,SARS-N1,3,n1mhv,83738.02661169368,26250,17635,323700,64000
STEP Aire,2023-05-26T00:00:00Z,SARS-N1,5,n1mhv,101635.0338430772,26555,123942,664301,454000
STEP Aire,2023-05-26T00:00:00Z,SARS-N1,5,n1mhv,160133.8580966975,25891,123942,664301,454000
ARA Altenrhein,2023-05-26T00:00:00Z,SARS-N1,3,n1mhv,87132.50312029677,25892,18812,323700,64000
ARA Altenrhein,2023-05-26T00:00:00Z,SARS-N1,3,n1mhv,82568.42726990223,25921,18812,323700,64000
STEP Aire,2023-05-25T00:00:00Z,SARS-N1,5,n1mhv,183839.8323508536,27276,121361,664301,454000
STEP Aire,2023-05-25T00:00:00Z,SARS-N1,5,n1mhv,181251.8645659961,25537,121361,664301,454000
ARA Altenrhein,2023-05-28T00:00:00Z,SARS-N1,3,n1mhv,135529.8820378112,17934,16604,323700,64000
ARA Altenrhein,2023-05-28T00:00:00Z,SARS-N1,3,n1mhv,101167.0549499248,25734,16604,323700,64000
ARA Sensetal,2023-05-28T00:00:00Z,SARS-N1,3,n1mhv,48195.1176475583,26397,15676,66700,62000
ARA Sensetal,2023-05-28T00:00:00Z,SARS-N1,3,n1mhv,57002.02442892923,25364,15676,66700,62000
ARA Altenrhein,2023-05-27T00:00:00Z,SARS-N1,3,n1mhv,84840.36147062834,26591,17635,323700,64000
ARA Altenrhein,2023-05-27T00:00:00Z,SARS-N1,3,n1mhv,76433.58358762966,24973,17635,323700,64000
ARA Sensetal,2023-05-27T00:00:00Z,SARS-N1,3,n1mhv,39209.9035260081,25070,16569,66700,62000
ARA Sensetal,2023-05-27T00:00:00Z,SARS-N1,3,n1mhv,49266.86725404922,25823,16569,66700,62000
ARA Altenrhein,2023-05-26T00:00:00Z,SARS-N1,3,n1mhv,73823.08565128822,25072,18812,323700,64000
ARA Altenrhein,2023-05-26T00:00:00Z,SARS-N1,3,n1mhv,57055.17237119216,26354,18812,323700,64000
ARA Sensetal,2023-05-26T00:00:00Z,SARS-N1,3,n1mhv,50321.91573469599,26431,17955,66700,62000
ARA Sensetal,2023-05-26T00:00:00Z,SARS-N1,3,n1mhv,36646.80914164454,25245,17955,66700,62000
ARA Altenrhein,2023-05-25T00:00:00Z,SARS-N1,3,n1mhv,101681.0792819535,26173,19442,323700,64000
ARA Altenrhein,2023-05-25T00:00:00Z,SARS-N1,3,n1mhv,96138.84662445582,26477,19442,323700,64000
ARA Sensetal,2023-05-25T00:00:00Z,SARS-N1,3,n1mhv,68963.29312839238,25999,17515,66700,62000
ARA Sensetal,2023-05-25T00:00:00Z,SARS-N1,3,n1mhv,101475.4119929821,26226,17515,66700,62000
STEP Aire,2023-05-24T00:00:00Z,SARS-N1,5,n1mhv,153147.52894125538,25812,138693,664301,454000
STEP Aire,2023-05-24T00:00:00Z,SARS-N1,5,n1mhv,149188.0396421708,25204,138693,664301,454000
ARA Altenrhein,2023-05-24T00:00:00Z,SARS-N1,3,n1mhv,128376.12962846899,27046,36976,323700,64000
ARA Altenrhein,2023-05-24T00:00:00Z,SARS-N1,3,n1mhv,135519.4640655078,26049,36976,323700,64000
ARA Sensetal,2023-05-24T00:00:00Z,SARS-N1,3,n1mhv,62342.664727571406,26903,18249,66700,62000
ARA Sensetal,2023-05-24T00:00:00Z,SARS-N1,3,n1mhv,94080.45730191535,25826,18249,66700,62000
STEP Aire,2023-05-23T00:00:00Z,SARS-N1,5,n1mhv,250158.870007273,25836,134883,664301,454000
STEP Aire,2023-05-23T00:00:00Z,SARS-N1,5,n1mhv,200050.52905489068,26032,134883,664301,454000
STEP Aire,2023-05-22T00:00:00Z,SARS-N1,5,n1mhv,86399.56964593241,26773,140801,664301,454000
STEP Aire,2023-05-22T00:00:00Z,SARS-N1,5,n1mhv,112440.62163428881,25719,140801,664301,454000
ARA Werdhoelzli,2023-05-28T00:00:00Z,SARS-N1,3,n1mhv,186729.9154181625,27285,155766,26101,471000
ARA Werdhoelzli,2023-05-28T00:00:00Z,SARS-N1,3,n1mhv,196921.88732232942,24993,155766,26101,471000
ARA Chur,2023-05-28T00:00:00Z,SARS-N1,5,n1mhv,163470.1364985365,21824,10386,390101,55000
CDA Lugano,2023-05-27T00:00:00Z,SARS-N1,3,n1mhv,28914.52382300383,25995,61411,515100,124000
CDA Lugano,2023-05-27T00:00:00Z,SARS-N1,3,n1mhv,45077.62756516276,26939,61411,515100,124000
ARA Werdhoelzli,2023-05-27T00:00:00Z,SARS-N1,3,n1mhv,201938.02035684392,23513,164837,26101,471000
ARA Werdhoelzli,2023-05-27T00:00:00Z,SARS-N1,3,n1mhv,206134.42900393202,26968,164837,26101,471000
ARA Chur,2023-05-27T00:00:00Z,SARS-N1,5,n1mhv,140510.0152852,24701,11242,390101,55000
ARA Chur,2023-05-27T00:00:00Z,SARS-N1,5,n1mhv,221081.8995728179,26612,11242,390101,55000
CDA Lugano,2023-05-26T00:00:00Z,SARS-N1,3,n1mhv,39015.391752164,26677,51801,515100,124000
CDA Lugano,2023-05-26T00:00:00Z,SARS-N1,3,n1mhv,77058.09239948652,26272,51801,515100,124000
ARA Werdhoelzli,2023-05-26T00:00:00Z,SARS-N1,3,n1mhv,81540.28347137458,26957,183004,26101,471000
ARA Werdhoelzli,2023-05-26T00:00:00Z,SARS-N1,3,n1mhv,91364.23947779175,25960,183004,26101,471000
ARA Chur,2023-05-26T00:00:00Z,SARS-N1,5,n1mhv,67289.52244605195,27212,12583,390101,55000
ARA Chur,2023-05-26T00:00:00Z,SARS-N1,5,n1mhv,110439.15812556181,25312,12583,390101,55000
CDA Lugano,2023-05-25T00:00:00Z,SARS-N1,3,n1mhv,35930.672925752755,25748,65075,515100,124000
CDA Lugano,2023-05-25T00:00:00Z,SARS-N1,3,n1mhv,19868.66610632432,26188,65075,515100,124000
ARA Werdhoelzli,2023-05-25T00:00:00Z,SARS-N1,3,n1mhv,135207.6679396864,26109,194597,26101,471000
ARA Werdhoelzli,2023-05-25T00:00:00Z,SARS-N1,3,n1mhv,117139.349925149,24204,194597,26101,471000
ARA Chur,2023-05-25T00:00:00Z,SARS-N1,5,n1mhv,179374.6622406685,25804,16589,390101,55000
ARA Chur,2023-05-25T00:00:00Z,SARS-N1,5,n1mhv,153156.5777189526,26440,16589,390101,55000
CDA Lugano,2023-05-24T00:00:00Z,SARS-N1,3,n1mhv,48435.58845879054,26266,120359,515100,124000
CDA Lugano,2023-05-24T00:00:00Z,SARS-N1,3,n1mhv,42524.76895775976,25836,120359,515100,124000
ARA Werdhoelzli,2023-05-24T00:00:00Z,SARS-N1,3,n1mhv,79403.25117701301,27682,274742,26101,471000
ARA Werdhoelzli,2023-05-24T00:00:00Z,SARS-N1,3,n1mhv,106640.29752253821,26042,274742,26101,471000
ARA Chur,2023-05-24T00:00:00Z,SARS-N1,5,n1mhv,123990.8600726272,27212,16230,390101,55000
ARA Chur,2023-05-24T00:00:00Z,SARS-N1,5,n1mhv,91157.04124090444,24319,16230,390101,55000
CDA Lugano,2023-05-23T00:00:00Z,SARS-N1,3,n1mhv,194177.5185142531,25942,45538,515100,124000
CDA Lugano,2023-05-23T00:00:00Z,SARS-N1,3,n1mhv,189209.55751266688,26622,45538,515100,124000
ARA Werdhoelzli,2023-05-23T00:00:00Z,SARS-N1,3,n1mhv,152504.000859682,25808,229755,26101,471000
ARA Werdhoelzli,2023-05-23T00:00:00Z,SARS-N1,3,n1mhv,132217.97127990003,26261,229755,26101,471000
ARA Chur,2023-05-23T00:00:00Z,SARS-N1,5,n1mhv,182613.0816678497,26931,13370,390101,55000
ARA Chur,2023-05-23T00:00:00Z,SARS-N1,5,n1mhv,180028.5240751614,26246,13370,390101,55000
ARA Altenrhein,2023-05-23T00:00:00Z,SARS-N1,3,n1mhv,130457.38441377052,26615,19742,323700,64000
ARA Altenrhein,2023-05-23T00:00:00Z,SARS-N1,3,n1mhv,121554.2993754347,26182,19742,323700,64000
ARA Sensetal,2023-05-23T00:00:00Z,SARS-N1,3,n1mhv,76589.07471221051,27188,22199,66700,62000
ARA Sensetal,2023-05-23T00:00:00Z,SARS-N1,3,n1mhv,83830.70669804662,26221,22199,66700,62000
CDA Lugano,2023-05-22T00:00:00Z,SARS-N1,3,n1mhv,72901.90150057717,26182,55640,515100,124000
CDA Lugano,2023-05-22T00:00:00Z,SARS-N1,3,n1mhv,68059.62061901123,26344,55640,515100,124000
ARA Werdhoelzli,2023-05-22T00:00:00Z,SARS-N1,3,n1mhv,198533.72295121092,26832,208062,26101,471000
ARA Werdhoelzli,2023-05-22T00:00:00Z,SARS-N1,3,n1mhv,216544.4112122019,25139,208062,26101,471000
ARA Chur,2023-05-22T00:00:00Z,SARS-N1,5,n1mhv,100577.7564523095,26834,13838,390101,55000
ARA Chur,2023-05-22T00:00:00Z,SARS-N1,5,n1mhv,60868.18315269668,25332,13838,390101,55000
ARA Altenrhein,2023-05-22T00:00:00Z,SARS-N1,3,n1mhv,181837.5113327744,26426,20089,323700,64000
ARA Altenrhein,2023-05-22T00:00:00Z,SARS-N1,3,n1mhv,187859.54763828882,26813,20089,323700,64000
ARA Sensetal,2023-05-22T00:00:00Z,SARS-N1,3,n1mhv,82225.5890638392,26029,21231,66700,62000
ARA Sensetal,2023-05-22T00:00:00Z,SARS-N1,3,n1mhv,101889.7610738448,24416,21231,66700,62000
ARA Altenrhein,2023-05-19T00:00:00Z,SARS-N1,3,n1mhv,88982.83784176083,25354,24954,323700,64000
ARA Altenrhein,2023-05-19T00:00:00Z,SARS-N1,3,n1mhv,62336.7400745296,25050,24954,323700,64000
ARA Chur,2023-05-21T00:00:00Z,SARS-N1,5,n1mhv,122130.1380983578,26837,12052,390101,55000
ARA Chur,2023-05-21T00:00:00Z,SARS-N1,5,n1mhv,123614.9537349193,25735,12052,390101,55000
ARA Altenrhein,2023-05-21T00:00:00Z,SARS-N1,3,n1mhv,70915.28115398942,26915,21918,323700,64000
ARA Altenrhein,2023-05-21T00:00:00Z,SARS-N1,3,n1mhv,93081.28937016797,26103,21918,323700,64000
ARA Sensetal,2023-05-21T00:00:00Z,SARS-N1,3,n1mhv,67213.34269885396,27536,24465,66700,62000
ARA Sensetal,2023-05-21T00:00:00Z,SARS-N1,3,n1mhv,51354.070580862615,25900,24465,66700,62000
ARA Chur,2023-05-20T00:00:00Z,SARS-N1,5,n1mhv,147867.1311048841,26081,12132,390101,55000
ARA Chur,2023-05-20T00:00:00Z,SARS-N1,5,n1mhv,136196.6906722283,24067,12132,390101,55000
ARA Altenrhein,2023-05-20T00:00:00Z,SARS-N1,3,n1mhv,70481.29903336294,26260,22818,323700,64000
ARA Altenrhein,2023-05-20T00:00:00Z,SARS-N1,3,n1mhv,40890.81451883709,26868,22818,323700,64000
ARA Sensetal,2023-05-20T00:00:00Z,SARS-N1,3,n1mhv,88234.04363455254,25569,17487,66700,62000
ARA Sensetal,2023-05-20T00:00:00Z,SARS-N1,3,n1mhv,82672.74516690911,26588,17487,66700,62000
ARA Chur,2023-05-19T00:00:00Z,SARS-N1,5,n1mhv,71185.66377023983,27077,14983,390101,55000
ARA Chur,2023-05-19T00:00:00Z,SARS-N1,5,n1mhv,86831.11329602849,25530,14983,390101,55000
ARA Sensetal,2023-05-19T00:00:00Z,SARS-N1,3,n1mhv,112844.3756396129,27688,17805,66700,62000
ARA Sensetal,2023-05-19T00:00:00Z,SARS-N1,3,n1mhv,102563.894465679,26512,17805,66700,62000
ARA Chur,2023-05-18T00:00:00Z,SARS-N1,5,n1mhv,114069.5862726771,26197,12368,390101,55000
ARA Chur,2023-05-18T00:00:00Z,SARS-N1,5,n1mhv,135064.2362128753,26410,12368,390101,55000
ARA Altenrhein,2023-05-18T00:00:00Z,SARS-N1,3,n1mhv,35204.42769278592,26279,33890,323700,64000
ARA Altenrhein,2023-05-18T00:00:00Z,SARS-N1,3,n1mhv,71692.08202424596,25010,33890,323700,64000
ARA Sensetal,2023-05-18T00:00:00Z,SARS-N1,3,n1mhv,73245.31089905354,26849,17972,66700,62000
ARA Sensetal,2023-05-18T00:00:00Z,SARS-N1,3,n1mhv,107467.9197155087,26380,17972,66700,62000
ARA Chur,2023-05-17T00:00:00Z,SARS-N1,5,n1mhv,189422.36908997962,26982,14361,390101,55000
ARA Chur,2023-05-17T00:00:00Z,SARS-N1,5,n1mhv,223079.2628278517,26374,14361,390101,55000
ARA Altenrhein,2023-05-17T00:00:00Z,SARS-N1,3,n1mhv,30614.622932737522,28329,48296,323700,64000
ARA Altenrhein,2023-05-17T00:00:00Z,SARS-N1,3,n1mhv,45870.41713643928,21431,48296,323700,64000
ARA Sensetal,2023-05-17T00:00:00Z,SARS-N1,3,n1mhv,48012.12853583515,27702,19906,66700,62000
ARA Sensetal,2023-05-17T00:00:00Z,SARS-N1,3,n1mhv,42044.768210159215,17879,19906,66700,62000
CDA Lugano,2023-05-21T00:00:00Z,SARS-N1,3,n1mhv,84415.44867668599,27410,55261,515100,124000
CDA Lugano,2023-05-21T00:00:00Z,SARS-N1,3,n1mhv,72779.5151706466,26226,55261,515100,124000
ARA Werdhoelzli,2023-05-21T00:00:00Z,SARS-N1,3,n1mhv,347986.85619347246,26824,193418,26101,471000
ARA Werdhoelzli,2023-05-21T00:00:00Z,SARS-N1,3,n1mhv,253380.32968011068,24692,193418,26101,471000
STEP Aire,2023-05-21T00:00:00Z,SARS-N1,5,n1mhv,29451.37053167485,26173,121523,664301,454000
STEP Aire,2023-05-21T00:00:00Z,SARS-N1,5,n1mhv,60630.23838398762,20663,121523,664301,454000
CDA Lugano,2023-05-20T00:00:00Z,SARS-N1,3,n1mhv,77403.0297308745,26155,56189,515100,124000
CDA Lugano,2023-05-20T00:00:00Z,SARS-N1,3,n1mhv,64715.040579765555,26811,56189,515100,124000
ARA Werdhoelzli,2023-05-20T00:00:00Z,SARS-N1,3,n1mhv,216857.30528043958,26171,201196,26101,471000
