sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
A5_19_2021_10_10,18150.0,5.0,13264.0,54.0,55.0,0.0,217.0,0.0,5.0,174.0,180.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,5052.5,1419.0,685.0,349.0,239.0,0.0,109.0,114.0,3954.0,380.0,2560.0,83.0,3730.0,0.0,475.0,12.0,604.5,2.0,0.0,8.0,3444.0,3443.0,1165.0,1.0,5592.5,0.0,4923.0,794.0,11350.5,16274.0,14923.0,512.5,31.0,4704.5,10585.5,6830.0,78.0,3956.0,2192.5,12.0,2089.0,0.0,159.0,0.0,3.0,0.0,4386.0,0.0,26.0,0.0,0.0,0.0,298.0,0.0,4422.0,0.0,0.0,3019.0,2979.0,457.0,1103.0,10495.5,10584.5,589.0,133.0,1622.0,4408.5,15478.0,9.0,214.0,27143.0,23704.0,205.0,39510.5,1116.0,10086.0
B5_19_2021_10_11,74306.5,60593.5,98909.0,2767.5,449.0,395.0,299.0,39.0,23.0,2552.5,868.0,0.0,34.0,6379.5,5551.0,0.0,8095.5,832.0,827.0,101.0,3639.5,503.5,0.0,1195.5,249.0,3101.5,880.5,252.0,20652.5,1746.0,5762.0,412.0,33612.5,3273.5,1257.5,4048.0,2843.0,373.0,97363.5,4500.0,38456.0,105192.0,4903.0,20153.0,37032.5,18448.5,10941.0,8306.5,13478.0,51266.0,97456.5,3302.0,575.0,23633.5,70602.0,18643.5,1120.0,11870.5,6554.0,106677.0,7311.5,0.0,247.5,0.0,2.0,288.0,1041.0,30.0,24.0,0.0,0.0,2.0,988.5,354.0,24541.0,1740.0,1756.0,3100.5,2955.0,4201.0,6116.0,42535.0,42635.5,373.0,44.0,4661.0,13700.0,23650.0,23.0,2120.0,132045.5,140840.0,3207.0,114445.0,5048.0,38972.0
C5_19_2021_10_12,130970.5,26261.5,50753.0,1627.0,1616.0,0.0,1270.0,0.0,511.0,29090.0,17624.0,1610.5,113.0,31682.5,17978.0,1025.0,9254.0,26461.0,26296.0,584.0,17233.0,3152.0,3833.0,5522.0,6197.0,15151.0,2928.5,1993.5,49508.0,10448.0,12785.0,4526.0,2.0,7705.0,0.0,21815.0,0.0,4026.0,6.0,13074.0,23282.5,23419.5,2043.0,15217.5,89422.5,107112.0,14142.0,21774.0,8784.0,100943.5,66405.0,7839.0,5721.5,20675.5,94305.5,52529.5,3459.0,91204.5,40809.5,376460.0,110338.0,0.0,7760.5,420.5,101.5,1822.0,9255.0,118.0,0.0,0.0,0.0,225.5,3756.0,367.0,108203.5,11307.0,11409.0,13297.0,15134.0,136556.0,148603.5,182742.0,184018.0,1464.0,1410.0,40211.5,29896.0,93245.5,199.0,8413.0,296451.0,237596.5,26854.5,204227.0,38938.0,136740.5
D5_25_2021_10_06,44.0,9.0,58.0,10.0,7.0,0.5,0.0,0.0,8.0,217.0,203.0,0.0,0.0,7.0,2.0,0.0,2.0,10.0,850.0,3.0,17.0,2.0,1.0,3.0,0.0,6.0,0.0,1.0,8.0,6.0,9.0,5.0,5.0,6.0,0.0,12.0,0.0,2.0,18.0,15.0,13437.0,185418.0,5.0,3.0,72.0,7.5,35.5,4.0,16.0,4.0,23.0,0.0,5.0,6.0,13778.0,8.0,35.0,4.5,10.0,35.0,18.0,0.0,4.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,35.0,3.0,1949.0,96.0,96.0,3820.0,3824.0,75390.5,74078.5,28897.0,28947.0,733.0,2.0,653.0,7.0,3721.0,0.0,1.0,56.0,13.0,4.0,10.0,26.0,1.0
E5_25_2021_10_07,118.0,152665.0,5.0,2.0,1.0,2.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,956.0,1.0,0.0,0.0,1391.0,1999.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,121.5,5.0,4974.0,2.0,9.0,0.0,0.0,7.5,13114.0,4.0,0.0,3.0,3.0,16.0,0.0,0.0,0.0,27855.0,2.0,67.0,8744.5,4.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,1.0,2.0,38.5,0.0,51868.5,50844.5,34451.5,34435.0,739.0,0.0,485.0,25951.0,29309.0,2.0,45.0,94227.5,26784.0,56.0,31000.5,53.5,263.0
F5_25_2021_10_08,83650.0,151858.0,54598.5,4325.5,79.0,1561.0,347.0,1.0,7.0,735.0,749.0,0.0,50.0,1818.0,385.0,1.0,1868.0,685.0,687.0,11.0,372.0,342.0,1608.5,249.0,147.0,36.0,93.0,102.0,22298.0,592.5,4672.0,29.0,21577.0,900.5,2944.5,3158.5,850.5,16.0,159643.5,78.0,31260.5,159291.5,7535.0,29260.0,2076.0,19151.0,997.0,2417.0,30320.5,28615.5,31265.5,2803.5,69.0,15861.5,74553.5,25977.0,152.0,35341.0,855.0,189915.5,2995.5,0.0,43.0,1.0,2.0,111.5,728.0,2.0,0.0,0.0,0.0,6.0,78.0,127.0,1605.0,892.0,898.0,5540.0,5494.0,74643.0,72541.5,61517.0,61562.5,604.0,8.0,1873.0,52109.0,55431.0,3.0,145.5,59293.0,107701.5,252.0,117604.5,239.5,9087.0
G5_25_2021_10_09,107994.0,201739.0,83367.5,4164.0,90.0,6657.5,2456.0,14.0,12.0,3092.5,463.0,14.0,242.0,814.0,2962.0,3.0,6812.0,1963.0,1946.0,4.0,20268.5,1203.0,4086.0,4.0,162.5,7.0,261.0,1.0,39493.5,716.0,11247.5,6.0,14425.0,351.0,4107.5,3961.0,1597.5,9.0,358568.5,4256.0,37813.0,405130.5,14.0,91066.0,118.0,29604.0,2155.0,925.0,87321.5,19410.0,66151.5,25.0,16.0,3502.0,148418.0,13473.0,376.0,9504.5,10121.0,111601.5,10433.0,0.0,111.5,0.0,0.0,11.0,2139.0,0.0,4.0,0.0,0.0,1.0,26.0,326.0,6901.0,475.0,486.0,3497.5,3296.0,115704.0,115419.0,71527.0,71670.0,2023.0,15.0,1536.5,157795.5,165755.0,5.0,62.0,171054.0,65381.0,111.0,200134.5,195.5,6389.5
H5_25_2021_10_10,182685.0,246495.5,119826.5,32587.0,507.0,4812.0,1774.5,932.0,88.0,15741.0,8354.0,1.0,1208.0,8116.0,1.0,229.0,0.0,13854.0,13794.0,2.0,41259.5,4664.0,0.0,5425.0,2597.0,13471.5,5359.5,3203.0,85555.5,11476.0,29882.0,2509.5,99602.0,17717.5,9253.5,12499.5,4126.5,1925.0,494510.5,4.0,98288.0,307144.5,4519.0,34893.5,32201.5,90479.5,10264.0,22363.5,19380.0,109364.5,20.0,17852.5,2.0,62975.5,33254.5,157605.0,2.0,72192.0,2.0,362575.5,26142.5,0.0,0.0,0.0,12.0,0.0,13086.0,26.0,617.0,0.0,0.0,105.0,2255.0,581.0,43021.5,16788.5,16922.5,29980.5,30245.0,164032.5,164361.0,256304.5,256585.0,2961.0,2339.5,31281.0,57401.0,116725.0,121.0,4442.0,275176.5,276564.0,2367.0,223199.5,10692.0,55965.5
A6_25_2021_10_11,36825.0,583882.5,5223.0,1412.0,1.0,503.0,81.0,0.0,0.0,46.0,45.0,0.0,3.0,15137.5,376.0,0.0,134.0,32.0,32.0,0.0,3529.0,16.0,270.0,29.0,1.0,0.0,6.0,16.0,3.0,202.0,1425.0,3.0,1.0,31.0,2080.0,38.0,345.5,11.0,258911.5,266.5,14770.0,402224.5,3136.5,87688.5,510.0,13749.0,25.0,827.0,14.0,9287.5,4081.0,252.5,3.0,793.5,5887.5,19765.0,4.0,10939.0,89.0,249320.5,111.0,0.0,1.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,4.0,10.5,23.0,33.0,30.0,30.0,1219.5,1215.0,78007.5,76214.0,13798.0,13811.0,155.0,1.0,49.0,160545.0,160532.5,0.0,11.0,130936.5,29397.0,30.0,130646.0,15.5,1653.0
B6_25_2021_10_12,15008.5,356441.0,26715.5,1815.0,34.0,3744.0,706.0,35.0,9.0,3509.0,838.0,41.0,21.0,11764.5,627.0,1.0,0.0,938.0,935.0,2.0,16979.0,0.0,3542.0,0.0,51.0,0.0,152.0,0.0,60455.0,0.0,16946.0,0.0,4.0,483.5,0.0,8.0,0.0,2.0,183829.0,7.0,28439.5,197326.0,1.0,28785.0,16.0,0.0,4.0,1.0,15670.5,9316.5,9055.5,1109.0,6.0,4472.0,65207.0,9.0,96.0,8052.5,2778.5,172975.0,4226.0,0.0,30.0,0.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2124.0,167.0,170.0,4569.5,4573.0,86015.5,84767.5,38407.5,38431.0,2165.0,0.0,1304.0,123963.0,124418.0,3.0,91.0,80557.5,146416.0,183.0,333628.0,238.5,5465.0
EX210445,78147.5,123905.5,66527.0,39564.0,3848.0,4518.0,2028.0,0.0,123.0,15175.0,5813.0,1653.5,38.0,58965.5,43109.0,349.0,13218.5,13525.0,13394.0,1908.0,5892.0,20.0,0.0,6209.5,511.5,16854.0,0.0,2423.0,2.0,9083.0,22950.5,2883.0,6.0,19100.0,149.0,62239.5,7367.0,6473.5,92307.0,15035.0,80735.5,201831.0,11083.0,146238.5,218838.5,121969.5,80901.5,100962.0,28588.5,263138.0,218935.5,26798.0,7776.5,170169.5,224186.0,220986.5,5304.0,55497.5,97822.5,144913.5,40128.0,0.0,3191.5,224.0,94.0,74766.5,5672.0,535.5,527.0,0.0,405.5,135.0,22309.0,9616.0,141635.5,8821.0,8949.5,15854.0,10878.0,54163.5,63637.0,99970.5,102448.0,1430.5,1166.0,17736.0,19693.0,233286.5,318.0,13038.5,93832.0,30339.5,1735.0,35801.5,3161.5,19189.0
EX210446,274278.5,354194.5,247663.5,122041.5,17250.0,17592.0,19235.5,12897.0,2517.5,132813.5,46357.0,7950.0,801.0,98000.0,65386.0,3316.0,78490.5,32259.0,32008.5,5487.0,73328.0,28886.5,31175.5,17394.0,12889.0,34991.0,26912.0,3860.0,160115.0,17699.5,63319.0,7739.0,338553.0,28110.5,9128.0,70377.5,24949.0,25556.0,445175.0,28897.5,161080.5,533910.0,10542.5,109602.5,418664.5,158591.5,194017.5,119376.0,67994.0,346766.5,248315.5,70973.0,17853.5,206710.5,249086.0,355666.0,4776.5,173997.5,103523.5,520311.0,110964.5,20.0,12469.0,1352.5,410.5,32835.0,35200.0,1672.5,4398.5,0.0,215.5,501.0,73506.5,7697.5,211647.5,62999.0,63724.0,32070.0,32953.0,185416.5,208572.0,210724.0,214348.0,2724.5,3137.0,33800.0,25799.0,187116.5,472.0,37473.5,228149.0,128231.5,14849.5,184548.5,25078.5,49541.5
EX210447,213884.0,658558.5,272590.0,50437.0,1402.0,27842.0,12104.0,830.0,106.0,31921.0,11717.5,1931.0,1735.5,206591.0,75564.0,123.0,94574.0,19415.0,19286.0,583.0,87702.5,13685.0,26338.0,15646.0,980.0,31313.0,3394.5,3416.0,90965.5,15179.5,93444.0,1318.0,149207.0,24075.0,15873.0,54897.5,50238.5,1374.0,505092.0,51998.0,240313.5,682687.0,63801.5,289312.0,321340.0,175728.0,93987.0,114908.5,151624.5,418438.0,769697.0,31326.5,1847.0,161087.0,419853.5,333020.5,8081.5,116766.0,173019.5,457565.0,82309.5,0.0,1885.5,5.0,7.0,6154.5,17355.5,33.0,272.5,0.0,0.0,113.0,5028.0,9273.5,149590.0,10534.0,10630.5,19536.0,16530.0,130786.0,143364.5,136662.5,138877.0,3769.0,1247.0,10102.5,127708.0,181161.5,41.0,2828.0,244352.5,104551.5,2146.0,289635.0,2168.5,42599.0
Ba210411_2021-10-06,71290.5,251459.5,72874.0,21188.5,467.0,14057.5,825.0,0.0,169.0,20738.5,8082.0,713.0,305.0,68539.0,11956.0,174.0,32806.5,20953.0,20790.0,368.0,35449.5,5196.0,17881.5,9547.0,3078.5,19786.5,2656.0,2006.5,103717.0,20529.5,50620.5,2763.0,1.0,22795.0,4798.0,38394.0,3407.5,5279.0,117768.5,48720.0,126146.5,241697.0,42115.5,27261.0,230802.0,27293.5,74387.0,9378.0,87628.0,93773.0,317938.0,7052.0,1192.0,95310.5,186006.0,45965.0,2947.0,39709.5,23939.0,192085.0,26767.5,0.0,3081.5,23.0,28.0,3424.5,29783.5,18.0,90.0,0.0,0.0,23.0,3117.5,1997.0,56222.5,2362.0,2370.5,14826.0,14163.5,175141.5,175946.0,117214.5,117726.5,2920.0,1767.0,5656.5,113635.5,141514.5,23.0,2468.0,266294.0,245334.0,2682.0,158805.5,4524.5,11375.5
Ba210417_2021-10-27,83658.0,6.0,95617.0,20.0,17.0,0.0,935.0,0.0,0.0,673.5,685.0,0.0,22.0,1652.0,2.0,0.0,2.0,1612.0,1613.0,1.0,17848.0,158.0,955.0,1428.0,32.0,1077.0,46.0,238.5,17319.5,1066.0,7983.5,69.0,8.0,728.0,6015.5,628.0,596.0,58.5,48409.0,4001.0,11640.5,11635.0,11869.0,3.0,25663.5,5.0,4944.5,7.0,47626.0,16.5,67132.5,9.0,22.0,961.5,61090.0,11.0,0.0,2178.0,10.0,202325.0,13.0,0.0,1.0,1.0,0.0,38.0,2.0,0.0,15.0,0.0,2.0,14.0,57.0,234.0,3866.0,3.0,3.0,4316.5,4289.0,98563.0,96971.5,37351.0,37416.5,961.0,6.0,322.0,39752.5,42498.5,4.0,90.0,65054.0,45440.5,145.0,92446.5,67.5,1990.0
KLZHCov211010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLZHCov211012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4370.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLZHCov211014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1_05_2021_09_29,261.0,391888.5,291611.5,655.0,659.0,2549.0,3969.0,0.0,55.0,10371.0,10431.0,1.0,2923.0,30320.0,1741.0,77.0,3.0,0.0,0.0,0.0,1374.0,1370.0,4331.5,26243.0,3.0,68767.0,154.0,2739.0,83551.0,18000.5,19114.0,2481.0,30780.0,18878.5,16137.5,23258.0,1969.5,320.5,759616.5,42922.5,310929.0,593969.5,0.0,112309.0,0.0,126228.0,0.0,5147.0,0.0,58696.5,1.0,0.0,0.0,4369.5,287767.0,35266.5,0.0,29469.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,1.0,275.0,275.0,4945.0,4034.0,173472.5,180755.0,46741.0,47496.0,5297.0,0.0,2432.0,224786.5,232012.0,22.0,113.0,420215.5,126745.5,1240.5,532506.0,3827.5,15687.5
B1_05_2021_09_30,171.0,278525.5,1.0,54.0,0.0,21.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,1792.0,110.0,0.0,978.0,710.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,87589.0,0.0,4069.0,302053.5,0.0,0.0,0.0,0.0,643.0,0.0,131843.5,0.0,92916.0,0.0,6.0,0.0,130866.0,0.0,59.0,0.0,2745.5,0.0,2342.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,21356.0,21261.5,5204.5,5201.0,54.0,0.0,23.0,0.0,4.0,0.0,3.0,4.0,6470.0,0.0,23118.0,24.0,115.0
C1_05_2021_10_01,6197.0,0.0,6072.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,542.0,0.0,45.0,46472.0,1.0,73.0,0.0,3.0,0.0,0.0,4566.5,0.0,1931.5,0.0,0.0,2.0,988.0,534.0,0.0,16.0,0.0,2390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0,97.0,17.0,17.0,1.0,0.0,0.0,69038.0,68932.0,0.0,0.0,28258.0,247.0,1.0,296.5,0.0,10.0
D1_05_2021_10_02,48.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,3327.0,0.0,15.0,0.0,0.0,0.0,0.0,40.5,0.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,551.0,0.0,87.5,0.0,2.0
E1_05_2021_10_03,277832.0,169795.0,53.0,40137.5,0.0,4820.0,2129.5,2111.0,10.0,25303.5,896.0,939.0,0.0,0.0,0.0,0.0,0.0,0.0,14360.0,0.0,0.0,0.0,0.0,31450.5,4171.0,56229.0,0.0,11169.0,0.0,34103.0,34395.0,5975.0,0.0,47507.5,0.0,56702.5,0.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,2.0,102679.5,0.0,0.0,2.0,0.0,0.0,4377.5,0.0,38127.5,61950.5,90928.0,4700.5,151577.0,126332.5,267049.0,0.0,2.0,11848.5,285.0,72.0,1678.0,62407.5,335.0,0.0,0.0,0.0,66.0,0.0,979.0,1.0,0.0,0.0,0.0,0.0,234032.0,231842.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,203940.5,130318.5,3246.0,15305.5,16291.0,56898.0
F1_05_2021_10_04,1.0,0.0,2.0,3040.0,3066.0,0.0,0.0,1.0,213.0,10588.5,10516.0,11.0,395.0,5686.0,1481.0,800.0,0.0,5093.0,9282.0,8.0,1.0,0.0,0.0,2118.5,1180.0,6016.5,1451.5,0.0,0.0,0.0,0.0,1.0,23638.0,0.0,1180.0,30546.0,0.0,5314.5,0.0,19708.5,33567.0,25745.5,759.0,1.0,104543.0,9774.0,19174.5,5132.0,12814.0,48854.5,2.0,3078.5,0.0,10815.5,36124.0,16427.5,0.0,32307.0,0.0,120356.0,0.0,0.0,3918.5,108.0,83.0,312.0,22780.5,41.0,529.0,0.0,19.0,21.0,13226.5,89.5,18039.0,2816.0,2883.0,3714.5,5724.0,111778.5,116692.5,59623.5,61416.0,178.0,426.0,6557.0,11957.5,12852.5,30.0,1456.0,226396.0,66335.5,11423.0,48758.5,14597.0,18027.5
G1_05_2021_10_05,72277.0,52030.0,98753.5,6405.0,2529.0,440.0,1215.5,710.0,295.0,30575.5,17209.5,213.0,220.0,4339.0,1147.0,0.0,0.0,0.0,21612.0,110.0,1499.0,1339.0,468.0,0.0,389.0,5533.0,0.0,421.0,0.0,0.0,0.0,1282.0,0.0,6165.5,0.0,10623.0,0.0,3951.0,2.0,0.0,2.0,3.0,0.0,1745.0,3.0,5322.0,1.0,2031.0,0.0,21057.5,0.0,1523.5,0.0,4939.0,0.0,0.0,0.0,0.0,0.0,83344.0,0.0,0.0,0.0,199.5,0.0,603.0,2.0,155.0,0.0,0.0,0.0,103.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,415.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,36371.5,1988.0,12652.5,2966.5,5042.5
H1_10_2021_09_29,29476.0,51964.0,84328.0,3519.0,9.0,1028.0,4.0,0.0,3.0,2928.5,2390.0,7.0,383.0,24051.0,442.0,15.0,999.0,5197.0,5174.0,6.0,16554.0,1351.0,0.0,1705.0,0.0,14069.0,4.0,301.0,6280.0,165.0,567.0,38.0,20602.0,597.5,343.0,11647.5,87.0,174.5,19762.5,7668.5,8401.0,15047.5,348.0,1710.0,40112.0,2642.5,5510.5,693.0,24500.0,67386.5,154111.5,194.0,85.0,6771.0,186058.0,14754.0,131.0,48676.0,216.0,184259.0,12119.0,0.0,1066.5,0.0,0.0,15.0,4136.0,0.0,2.0,0.0,0.0,0.0,3611.0,2.0,6280.0,9.0,10.0,704.5,472.0,26446.0,29077.0,17933.5,18614.0,10.0,9.0,434.5,6827.0,13861.0,12.0,35.0,172484.0,83259.0,5471.0,151743.0,6609.5,7480.0
A2_10_2021_09_30,59570.0,1251229.5,39298.5,14.0,1.0,16.0,480.0,0.0,1.0,350.0,75.0,0.0,0.0,1033.0,33.0,0.0,70.0,72.0,70.0,0.0,9.0,9.0,11.0,25.0,1.0,242.0,0.0,46.0,6886.0,610.0,810.5,12.0,318.0,28.5,108.0,38.0,13.0,2.0,61813.5,1270.0,18733.0,370540.5,28366.5,14549.0,4004.5,162.5,124.5,42.0,103982.5,1848.0,19848.0,133.0,0.0,48.0,32324.0,3382.0,4.0,1703.5,43.0,124413.5,293.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,4.0,55.0,56.0,33685.0,33354.0,4501.5,4494.5,292.0,0.0,20.0,307282.0,306809.0,0.0,4.0,260944.5,10167.0,67.0,48906.0,27.0,311.0
B2_10_2021_10_01,405435.0,233694.5,265119.5,6939.5,6948.0,3543.0,2223.0,0.0,351.0,13216.0,13321.5,0.0,135.0,46233.5,11485.0,534.0,10445.0,0.0,0.0,4.0,57641.5,0.0,0.0,0.0,1.0,41198.0,0.0,0.0,1.0,12965.0,18486.0,0.0,38914.0,0.0,5049.0,0.0,4680.5,2.0,360156.5,0.0,83414.5,354853.0,26641.0,59078.0,142306.0,118195.0,0.0,9952.0,1.0,0.0,501724.5,0.0,2259.0,63054.5,371524.0,148705.0,0.0,0.0,0.0,0.0,105388.5,0.0,0.0,0.0,0.0,559.0,20872.0,27.0,426.5,0.0,0.0,21.0,9567.5,1157.5,197039.5,3088.0,3093.5,0.0,473.0,476.0,18361.0,16.0,164.0,1371.0,297.5,5680.0,132860.0,172304.0,58.0,1960.5,342800.5,296645.0,10511.5,476520.0,54935.0,88145.5
C2_10_2021_10_02,321083.0,196647.0,494547.5,8526.0,3663.0,983.0,2391.0,121.0,428.0,29962.0,24727.5,164.0,2424.5,18447.0,1550.0,246.0,3737.0,11783.0,11681.0,48.0,46418.5,669.0,1512.0,10060.0,539.5,30280.5,620.0,4042.5,75634.0,10901.0,12660.0,2134.0,13483.0,11711.5,1333.5,29975.5,975.0,2976.5,161359.0,31571.0,129539.0,364921.0,11778.0,45378.5,112589.5,36883.0,86204.0,4478.5,136949.5,69271.0,369478.0,2142.5,2917.5,35839.5,133714.0,80504.5,4334.5,65679.5,77891.5,353555.5,121733.0,0.0,7356.0,15.0,20.0,330.5,21167.5,17.0,299.0,0.0,0.0,3.0,9316.0,85.0,78998.5,2670.0,2673.5,13486.0,14981.0,147836.5,157255.0,94669.5,97732.0,1690.0,622.0,7914.0,131518.5,151017.5,102.0,2575.0,322749.5,296484.5,13046.5,257061.0,32636.0,46449.5
D2_10_2021_10_03,104368.0,1.0,157018.5,18913.5,4001.0,964.0,2386.5,1539.0,305.0,24187.5,13845.5,1449.0,934.0,42113.5,18429.0,2404.0,7392.5,57726.0,57220.0,8.0,73203.0,122.0,0.0,36707.0,4969.5,50959.0,5399.0,12569.5,154072.5,28361.5,34426.5,6639.5,47401.0,20076.5,3700.5,66835.0,3082.0,7578.5,307747.5,31900.0,120544.5,250131.0,10138.0,0.0,0.0,0.0,2.0,0.0,30777.0,0.0,216002.0,0.0,2398.5,0.0,88756.0,1.0,4094.0,46242.5,75717.5,0.0,132613.5,0.0,17106.5,0.0,396.0,1933.0,109287.5,126.0,3163.5,0.0,273.5,8.0,39462.0,832.0,173876.5,23465.0,23524.5,20236.5,25393.0,211369.0,258694.0,180523.0,186651.5,459.0,2157.5,29484.0,140713.0,213582.0,242.0,20998.0,564071.0,336848.5,24540.0,269272.0,61650.0,108148.0
E2_10_2021_10_04,168578.5,420657.0,340298.5,68619.5,2987.0,8938.0,1844.5,0.0,58.0,23107.0,17385.5,518.0,3629.0,83966.5,8614.0,404.0,11080.0,58617.5,58029.5,45.0,182015.0,1598.0,2796.0,26625.5,511.5,68648.5,0.0,8242.0,0.0,18729.5,21376.5,807.0,1044.0,0.0,7128.5,1.0,3522.0,1906.5,389082.5,25408.5,169790.5,593674.5,34750.5,1.0,132651.0,18648.0,18811.5,7396.0,57133.0,1.0,161417.0,1393.5,804.0,27160.5,225376.0,68600.0,5936.0,130897.0,135776.0,540918.5,48411.0,0.0,3976.5,13.0,14.0,765.5,51017.0,8.0,198.0,0.0,0.0,0.0,7250.0,530.0,36005.0,5014.0,5020.5,18465.0,18628.0,310567.0,324830.5,163771.0,165401.5,5563.0,61.5,13501.0,227704.5,272970.0,67.0,3699.5,598137.0,517450.0,7998.0,396463.0,26742.0,85399.0
